algorithm,prediction_multiplier,cr
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.01,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.1,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.5,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,0.8,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
